MunAcidente,Ano,Mes,Sexo,Periodo,TipAcidente,Modal,FaixaEt,Latitude,Longitude,Quantidade
Barra Do Chapeu,2016.0,12.0,Masculino,Tarde,Atropelamento,Pedestre,0-17,-49.024556,-49.024556,1
Barra Do Turvo,2017.0,4.0,Masculino,Tarde,Choque,Automovel,18-24,-48.50275,-48.50275,1
Barra Do Turvo,2016.0,10.0,Masculino,ND,Colisao,Caminhao,50-54,-48.441314403838994,-48.441314403838994,1
Barra Do Turvo,2017.0,3.0,Masculino,ND,Outros,Outros,30-34,-48.4156349995732,-48.4156349995732,1
Barra Do Turvo,2017.0,4.0,Masculino,Tarde,Choque,Automovel,0-17,-48.50275,-48.50275,1
Barra Do Turvo,2016.0,11.0,Masculino,Tarde,Colisao,Automovel,25-29,-48.4328284579638,-48.4328284579638,1
Barra Do Turvo,2016.0,12.0,Masculino,Noite,Colisao,Onibus,55-59,-48.2828524793587,-48.2828524793587,1
Barretos,2017.0,1.0,Feminino,Manha,Colisao,Motocicleta,30-34,-48.569660999999996,-48.569660999999996,1
Barretos,2017.0,4.0,Masculino,Noite,Choque,Motocicleta,18-24,-48.746327753184794,-48.746327753184794,1
Barretos,2016.0,11.0,Feminino,Noite,Outros,Automovel,60-64,-48.7376688634587,-48.7376688634587,1
Barretos,2017.0,4.0,Masculino,ND,ND,ND,18-24,,,1
Barretos,2016.0,12.0,Feminino,Tarde,Colisao,Motocicleta,0-17,-48.577003000000005,-48.577003000000005,1
Barretos,2017.0,2.0,Masculino,Noite,Colisao,Automovel,40-44,-48.549977379017896,-48.549977379017896,1
Barretos,2017.0,4.0,Masculino,Noite,Colisao,Motocicleta,30-34,-48.6019610633858,-48.6019610633858,1
Barretos,2016.0,11.0,Feminino,Madrugada,Colisao,Motocicleta,18-24,-48.5890695198584,-48.5890695198584,1
Barretos,2016.0,12.0,Masculino,ND,NE,Automovel,60-64,-48.5387048208986,-48.5387048208986,1
Barretos,2016.0,8.0,ND,Manha,ND,Motocicleta,ND,-48.625621,-48.625621,1
Barretos,2016.0,10.0,Feminino,Noite,Colisao,Motocicleta,35-39,-48.6473484114145,-48.6473484114145,1
Barretos,2016.0,8.0,Feminino,Manha,Colisao,Motocicleta,18-24,-48.567499,-48.567499,1
Barretos,2016.0,10.0,Masculino,Noite,Atropelamento,Pedestre,25-29,-48.59431015610971,-48.59431015610971,1
Barretos,2016.0,10.0,Feminino,ND,Colisao,Bicicleta,30-34,-48.558921999999995,-48.558921999999995,1
Barretos,2016.0,9.0,Masculino,ND,Colisao,Motocicleta,45-49,-48.576215999999995,-48.576215999999995,1
Barueri,2016.0,11.0,Masculino,ND,ND,ND,35-39,-46.874977,-46.874977,1
Barueri,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,ND,-46.835604,-46.835604,1
Barueri,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,30-34,-46.826518269339,-46.826518269339,1
Barueri,2016.0,12.0,Masculino,Tarde,Atropelamento,Pedestre,65-69,-46.871068,-46.871068,1
Barueri,2016.0,12.0,Masculino,Madrugada,Outros,Motocicleta,45-49,-46.853703,-46.853703,1
Barueri,2016.0,8.0,Masculino,Manha,Outros,Bicicleta,40-44,,,1
Barueri,2016.0,8.0,Masculino,Noite,Outros,Motocicleta,18-24,-46.888192,-46.888192,1
Barueri,2016.0,9.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-46.85968,-46.85968,1
Barueri,2016.0,9.0,Masculino,Manha,Colisao,Motocicleta,25-29,-46.881572,-46.881572,1
Barueri,2016.0,9.0,Masculino,Noite,Colisao,Motocicleta,60-64,-46.8378643404844,-46.8378643404844,1
Barueri,2016.0,8.0,Masculino,Tarde,Colisao,Caminhao,35-39,-46.815209,-46.815209,1
Barueri,2016.0,11.0,Masculino,Noite,Atropelamento,Pedestre,ND,-46.8850288066078,-46.8850288066078,1
Barueri,2017.0,2.0,Masculino,Tarde,ND,Motocicleta,60-64,,,1
Barueri,2017.0,2.0,Masculino,Tarde,ND,Motocicleta,40-44,-46.873991,-46.873991,1
Barueri,2017.0,2.0,Masculino,Tarde,Colisao,Motocicleta,40-44,-46.83613134,-46.83613134,1
Barueri,2016.0,10.0,Masculino,Noite,ND,Motocicleta,35-39,-46.84281,-46.84281,1
Barueri,2017.0,2.0,Masculino,Manha,ND,ND,45-49,-46.910990997,-46.910990997,1
Barueri,2017.0,4.0,Masculino,Tarde,Atropelamento,Pedestre,65-69,-46.875851000000004,-46.875851000000004,1
Barueri,2017.0,1.0,Masculino,Tarde,Colisao,Motocicleta,35-39,-46.818160941495506,-46.818160941495506,1
Barueri,2017.0,1.0,Masculino,Tarde,Choque,Motocicleta,30-34,,,1
Barueri,2017.0,3.0,Feminino,Tarde,Atropelamento,Pedestre,60-64,-46.878533000000004,-46.878533000000004,1
Barueri,2017.0,3.0,Masculino,Manha,Atropelamento,Pedestre,50-54,-46.8778957169053,-46.8778957169053,1
Barueri,2016.0,10.0,Masculino,Noite,Choque,Automovel,45-49,-46.884069000000004,-46.884069000000004,1
Barueri,2017.0,3.0,Masculino,Manha,Choque,Automovel,70-74,-46.95453,-46.95453,1
Barueri,2016.0,8.0,Feminino,Tarde,Atropelamento,Pedestre,0-17,-46.8973907794742,-46.8973907794742,1
Bastos,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,25-29,-50.7102729490001,-50.7102729490001,1
Bastos,2017.0,2.0,Masculino,Noite,Choque,Motocicleta,45-49,-50.645163000000004,-50.645163000000004,1
Batatais,2016.0,11.0,Masculino,Noite,Atropelamento,Pedestre,ND,-47.6266871468818,-47.6266871468818,1
Batatais,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,45-49,-47.6231017495656,-47.6231017495656,1
Batatais,2017.0,1.0,Masculino,Tarde,Colisao,Automovel,50-54,-47.6015241875066,-47.6015241875066,1
Batatais,2017.0,4.0,Masculino,Noite,Colisao,Motocicleta,18-24,-47.6231017495656,-47.6231017495656,1
Batatais,2016.0,11.0,Feminino,Tarde,Choque,Motocicleta,0-17,-47.573695902800296,-47.573695902800296,1
Bauru,2016.0,11.0,Masculino,Manha,Choque,Motocicleta,18-24,-49.061432,-49.061432,1
Bauru,2017.0,3.0,Masculino,Tarde,Colisao,Motocicleta,25-29,-49.1093436358488,-49.1093436358488,1
Bauru,2016.0,12.0,Masculino,Noite,Colisao,Bicicleta,50-54,-49.059717,-49.059717,1
Bauru,2016.0,12.0,Masculino,Manha,Choque,Motocicleta,18-24,-49.0281914083025,-49.0281914083025,1
Bauru,2016.0,11.0,Masculino,Noite,Colisao,Motocicleta,18-24,-49.09252,-49.09252,1
Bauru,2017.0,4.0,Feminino,Noite,Atropelamento,Pedestre,18-24,-49.058024916557294,-49.058024916557294,1
Bauru,2016.0,11.0,Masculino,Tarde,Outros,Automovel,70-74,-49.09278,-49.09278,1
Bauru,2016.0,11.0,Masculino,Tarde,Outros,Motocicleta,18-24,-49.065536574806,-49.065536574806,1
Bauru,2016.0,11.0,Masculino,Tarde,Outros,Motocicleta,18-24,-49.101186,-49.101186,1
Bauru,2017.0,4.0,Masculino,Tarde,Colisao,Motocicleta,45-49,-49.033752,-49.033752,1
Bauru,2017.0,4.0,Feminino,Noite,Atropelamento,Pedestre,18-24,-49.049421714,-49.049421714,1
Bauru,2017.0,4.0,Masculino,Noite,Colisao,Automovel,60-64,-49.03302,-49.03302,1
Bauru,2017.0,4.0,Masculino,Manha,ND,ND,50-54,,,1
Bauru,2017.0,4.0,Masculino,Madrugada,Colisao,Motocicleta,35-39,-49.050878999999995,-49.050878999999995,1
Bauru,2016.0,12.0,Masculino,Noite,Outros,Motocicleta,0-17,-49.2930287560893,-49.2930287560893,1
Bauru,2017.0,2.0,Feminino,Madrugada,Outros,Motocicleta,25-29,-49.065536574806,-49.065536574806,1
Bauru,2016.0,9.0,Masculino,Madrugada,Atropelamento,Pedestre,25-29,-49.061704999999996,-49.061704999999996,1
Bauru,2016.0,11.0,Masculino,Madrugada,Colisao,Motocicleta,25-29,-49.091913,-49.091913,1
Bauru,2017.0,1.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-49.052239,-49.052239,1
Bauru,2017.0,1.0,Masculino,ND,Choque,Motocicleta,40-44,-49.094097209181605,-49.094097209181605,1
Bauru,2017.0,1.0,Masculino,Madrugada,Choque,Motocicleta,30-34,-49.069696,-49.069696,1
Bauru,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-49.03834,-49.03834,1
Bauru,2017.0,2.0,Masculino,Noite,Colisao,Motocicleta,30-34,-48.98145,-48.98145,1
Bauru,2017.0,2.0,Masculino,Tarde,Atropelamento,Pedestre,0-17,-49.062675,-49.062675,1
Bauru,2016.0,8.0,Masculino,Tarde,Outros,Motocicleta,45-49,-49.019341,-49.019341,1
Bauru,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,30-34,-49.040269,-49.040269,1
Bauru,2016.0,8.0,Masculino,Noite,Atropelamento,Motocicleta,50-54,-49.003523237195,-49.003523237195,1
Bauru,2017.0,2.0,Feminino,Madrugada,Choque,Automovel,18-24,-49.0036957789999,-49.0036957789999,1
Bauru,2016.0,8.0,Feminino,Noite,Atropelamento,Pedestre,45-49,-49.068525,-49.068525,1
Bauru,2016.0,10.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-49.041736,-49.041736,1
Bauru,2016.0,10.0,Masculino,Noite,Atropelamento,Pedestre,ND,-49.078874903,-49.078874903,1
Bauru,2016.0,10.0,Masculino,Noite,Colisao,Motocicleta,25-29,-49.094097209181605,-49.094097209181605,1
Bauru,2016.0,12.0,Masculino,Madrugada,Colisao,Automovel,40-44,-49.052324260844095,-49.052324260844095,1
Bauru,2016.0,12.0,Feminino,Noite,Atropelamento,Pedestre,70-74,-49.086527000000004,-49.086527000000004,1
Bauru,2016.0,9.0,Masculino,Manha,Choque,Automovel,25-29,-49.02308150087111,-49.02308150087111,1
Bauru,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,55-59,-49.104677,-49.104677,1
Bauru,2016.0,11.0,Feminino,Manha,Colisao,Motocicleta,18-24,-49.032109999999996,-49.032109999999996,1
Bauru,2016.0,10.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-49.099555126908506,-49.099555126908506,1
Bauru,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-49.0220132758434,-49.0220132758434,1
Bebedouro,2016.0,9.0,Masculino,Madrugada,Colisao,Caminhao,25-29,-48.4913840467964,-48.4913840467964,1
Bebedouro,2017.0,1.0,Masculino,Noite,Choque,Motocicleta,30-34,-48.499755,-48.499755,1
Bebedouro,2017.0,4.0,Masculino,Madrugada,Colisao,Automovel,25-29,-48.5104444639433,-48.5104444639433,1
Bebedouro,2016.0,12.0,Masculino,Manha,Choque,Automovel,55-59,-48.486863,-48.486863,1
Bebedouro,2016.0,12.0,Masculino,Manha,Colisao,Motocicleta,45-49,-48.49901664493301,-48.49901664493301,1
Bebedouro,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,25-29,-48.465011494559995,-48.465011494559995,1
Bebedouro,2017.0,4.0,Masculino,Madrugada,Colisao,Automovel,0-17,-48.5104444639433,-48.5104444639433,1
Bebedouro,2016.0,8.0,Masculino,Noite,Choque,Motocicleta,18-24,-48.468136,-48.468136,1
Bertioga,2016.0,11.0,Masculino,Noite,Colisao,ND,18-24,-45.9228652472071,-45.9228652472071,1
Bertioga,2017.0,1.0,Masculino,Noite,ND,ND,30-34,-46.04633614513371,-46.04633614513371,1
Bertioga,2017.0,3.0,Feminino,Manha,Outros,Automovel,40-44,-46.050917999999996,-46.050917999999996,1
Bertioga,2017.0,3.0,Masculino,Manha,Outros,Caminhao,40-44,-45.968296383870296,-45.968296383870296,1
Bertioga,2017.0,3.0,Masculino,ND,ND,ND,18-24,,,1
Bertioga,2017.0,3.0,Masculino,Tarde,Colisao,Motocicleta,55-59,-46.057729463058,-46.057729463058,1
Bertioga,2017.0,3.0,Masculino,Tarde,ND,ND,18-24,,,1
Bertioga,2016.0,9.0,Masculino,ND,Colisao,Motocicleta,45-49,-45.8974447500045,-45.8974447500045,1
Bertioga,2016.0,9.0,Masculino,Manha,Colisao,ND,45-49,-45.863572,-45.863572,1
Bertioga,2016.0,9.0,Feminino,Noite,Colisao,Bicicleta,35-39,-46.06196155372021,-46.06196155372021,1
Bertioga,2017.0,1.0,Masculino,ND,Colisao,Automovel,18-24,-45.85220380352511,-45.85220380352511,1
Bertioga,2016.0,10.0,Masculino,Madrugada,Colisao,Motocicleta,55-59,-46.137871999999994,-46.137871999999994,1
Bertioga,2017.0,2.0,Masculino,Madrugada,Atropelamento,Pedestre,35-39,,,1
Bertioga,2016.0,12.0,Masculino,Manha,Atropelamento,Pedestre,18-24,-45.8715720095901,-45.8715720095901,1
Bertioga,2017.0,2.0,Masculino,ND,Colisao,Bicicleta,ND,-45.977807581875,-45.977807581875,1
Bertioga,2017.0,4.0,Masculino,Noite,Colisao,Bicicleta,ND,-46.0716795420123,-46.0716795420123,1
Bertioga,2017.0,2.0,Masculino,Manha,Atropelamento,Pedestre,50-54,-46.125309,-46.125309,1
Bertioga,2016.0,8.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.1095470451437,-46.1095470451437,1
Birigui,2017.0,4.0,Masculino,Manha,Atropelamento,Bicicleta,75-79,-50.3419499920909,-50.3419499920909,1
Birigui,2016.0,9.0,Masculino,Madrugada,Colisao,Bicicleta,18-24,-50.367664078000004,-50.367664078000004,1
Birigui,2016.0,10.0,Masculino,ND,ND,Motocicleta,25-29,-50.307955,-50.307955,1
Birigui,2016.0,12.0,Masculino,Madrugada,Choque,Motocicleta,30-34,-50.327104999999996,-50.327104999999996,1
Birigui,2016.0,12.0,Feminino,Tarde,Colisao,Motocicleta,50-54,-50.314778999999994,-50.314778999999994,1
Birigui,2016.0,12.0,Feminino,Manha,Atropelamento,Pedestre,65-69,-50.323037,-50.323037,1
Birigui,2017.0,2.0,Masculino,Noite,Outros,Bicicleta,50-54,-50.332167999999996,-50.332167999999996,1
Birigui,2017.0,2.0,Masculino,Noite,Atropelamento,Motocicleta,35-39,-50.3296948008543,-50.3296948008543,1
Birigui,2017.0,2.0,Masculino,Manha,Atropelamento,Pedestre,50-54,-50.351197,-50.351197,1
Birigui,2016.0,11.0,Feminino,Manha,Outros,Motocicleta,60-64,-50.317326,-50.317326,1
Birigui,2017.0,1.0,Masculino,Tarde,Atropelamento,Pedestre,0-17,,,1
Birigui,2016.0,8.0,Masculino,Noite,Colisao,Automovel,30-34,-50.370279,-50.370279,1
Birigui,2017.0,2.0,Masculino,Madrugada,Atropelamento,Automovel,40-44,-50.3579173183113,-50.3579173183113,1
Birigui,2016.0,8.0,Masculino,Noite,Colisao,Automovel,35-39,-50.3502651,-50.3502651,1
Biritiba Mirim,2017.0,3.0,Masculino,Madrugada,Colisao,Bicicleta,18-24,-46.038501000000004,-46.038501000000004,1
Biritiba Mirim,2016.0,10.0,Masculino,Noite,Atropelamento,Pedestre,60-64,-46.067021833772706,-46.067021833772706,1
Biritiba Mirim,2017.0,2.0,Masculino,Tarde,Atropelamento,Pedestre,60-64,-46.0618152313888,-46.0618152313888,1
Biritiba Mirim,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,65-69,-46.02350017891721,-46.02350017891721,1
Biritiba Mirim,2016.0,9.0,Masculino,ND,Outros,Bicicleta,40-44,-46.194781,-46.194781,1
Biritiba Mirim,2016.0,10.0,Feminino,Tarde,Colisao,Motocicleta,30-34,-46.057376277552,-46.057376277552,1
Biritiba-Mirim,2017.0,4.0,Masculino,Noite,Atropelamento,Pedestre,65-69,-46.047831515432904,-46.047831515432904,1
Biritiba-Mirim,2017.0,4.0,Masculino,Noite,Colisao,Automovel,25-29,-46.0050657034482,-46.0050657034482,1
Boa Esperanca Do Sul,2016.0,9.0,Feminino,Noite,Colisao,Automovel,50-54,-48.373241203,-48.373241203,1
Boa Esperanca Do Sul,2016.0,9.0,Masculino,Noite,Colisao,Automovel,40-44,-48.373241203,-48.373241203,1
Bocaina,2016.0,12.0,Feminino,Noite,Colisao,Automovel,35-39,-48.4495466659402,-48.4495466659402,1
Bocaina,2016.0,12.0,Masculino,Manha,Outros,Motocicleta,18-24,-48.542962,-48.542962,1
Boituva,2017.0,4.0,Masculino,Noite,Choque,Automovel,25-29,-47.716942991,-47.716942991,1
Boituva,2017.0,1.0,Masculino,Manha,Outros,Bicicleta,60-64,-47.674137,-47.674137,1
Boituva,2016.0,10.0,Feminino,Manha,Choque,Automovel,70-74,-47.681751790952,-47.681751790952,1
Boituva,2016.0,11.0,Masculino,Noite,Atropelamento,Pedestre,65-69,-47.716942991,-47.716942991,1
Boituva,2016.0,11.0,Masculino,Madrugada,Colisao,Onibus,40-44,-47.7304335681271,-47.7304335681271,1
Boituva,2016.0,11.0,Feminino,Madrugada,Colisao,Onibus,75-79,-47.7304335681271,-47.7304335681271,1
Boituva,2016.0,11.0,Feminino,Tarde,Colisao,Automovel,18-24,-47.704516,-47.704516,1
Boituva,2016.0,11.0,Feminino,Tarde,Colisao,Automovel,18-24,-47.704516,-47.704516,1
Bom Jesus Dos Perdoes,2017.0,1.0,Masculino,Manha,Atropelamento,Pedestre,60-64,-46.467789,-46.467789,1
Bom Jesus Dos Perdoes,2017.0,3.0,Masculino,Noite,Colisao,Automovel,35-39,-46.4692255511479,-46.4692255511479,1
Bom Jesus Dos Perdoes,2017.0,3.0,Masculino,Noite,Colisao,Automovel,40-44,-46.4692255511479,-46.4692255511479,1
Borborema,2016.0,11.0,Feminino,Noite,Choque,Automovel,40-44,-49.10243871250321,-49.10243871250321,1
Borborema,2017.0,1.0,Masculino,Tarde,Colisao,Bicicleta,0-17,-49.08420471443279,-49.08420471443279,1
Borborema,2016.0,11.0,Feminino,Tarde,Colisao,Automovel,25-29,-49.07789866509621,-49.07789866509621,1
Borborema,2016.0,12.0,Feminino,Tarde,Colisao,Automovel,60-64,-49.14073802699429,-49.14073802699429,1
Borborema,2016.0,12.0,Masculino,Noite,NE,NE,60-64,-49.14073802699429,-49.14073802699429,1
Botucatu,2016.0,12.0,Masculino,Noite,Colisao,Automovel,60-64,-48.433215999999994,-48.433215999999994,1
Botucatu,2016.0,11.0,Feminino,Noite,Atropelamento,Pedestre,75-79,-48.450888,-48.450888,1
Botucatu,2016.0,12.0,Masculino,Tarde,NE,NE,30-34,-48.412679045037095,-48.412679045037095,1
Botucatu,2017.0,1.0,Masculino,Madrugada,Colisao,Motocicleta,35-39,-48.477079806999996,-48.477079806999996,1
Botucatu,2016.0,12.0,Masculino,Manha,Colisao,Motocicleta,30-34,-48.441162,-48.441162,1
Botucatu,2016.0,11.0,Masculino,Noite,Colisao,Motocicleta,40-44,-48.346354999999996,-48.346354999999996,1
Botucatu,2016.0,8.0,Masculino,Madrugada,Outros,Motocicleta,40-44,-48.476949,-48.476949,1
Botucatu,2016.0,9.0,Masculino,Madrugada,Atropelamento,Pedestre,30-34,-48.4264335865561,-48.4264335865561,1
Botucatu,2016.0,10.0,Masculino,Tarde,Colisao,Motocicleta,30-34,-48.444424,-48.444424,1
Braganca Paulista,2016.0,11.0,Masculino,Madrugada,Colisao,Motocicleta,40-44,,,1
Braganca Paulista,2016.0,11.0,Masculino,Noite,Atropelamento,Pedestre,80 Ou Mais,,,1
Braganca Paulista,2017.0,4.0,Masculino,Manha,Atropelamento,Automovel,50-54,-46.52899,-46.52899,1
Braganca Paulista,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,25-29,-46.480600636999995,-46.480600636999995,1
Braganca Paulista,2017.0,4.0,Feminino,Manha,Colisao,Automovel,30-34,-46.4926645997029,-46.4926645997029,1
Braganca Paulista,2016.0,10.0,Masculino,Noite,Outros,Motocicleta,25-29,-46.6090375976062,-46.6090375976062,1
Braganca Paulista,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,30-34,-46.599269,-46.599269,1
Braganca Paulista,2016.0,8.0,Masculino,Noite,Colisao,Automovel,40-44,-46.4739259825774,-46.4739259825774,1
Braganca Paulista,2016.0,12.0,Feminino,ND,NE,NE,55-59,,,1
Braganca Paulista,2016.0,12.0,Masculino,Madrugada,Colisao,Caminhao,40-44,-46.4784557476482,-46.4784557476482,1
Braganca Paulista,2017.0,1.0,Masculino,Manha,Choque,Motocicleta,18-24,-46.6254350469848,-46.6254350469848,1
Braganca Paulista,2016.0,8.0,Masculino,Noite,Choque,Automovel,55-59,-46.536883,-46.536883,1
Braganca Paulista,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,30-34,-46.556440370557794,-46.556440370557794,1
Brauna,2017.0,2.0,Feminino,Manha,Choque,Automovel,18-24,-50.276345959409,-50.276345959409,1
Brauna,2017.0,4.0,Masculino,Madrugada,Outros,Caminhao,ND,-50.2676289771463,-50.2676289771463,1
Brauna,2017.0,4.0,Masculino,Madrugada,Outros,Caminhao,35-39,-50.2676289771463,-50.2676289771463,1
Brotas,2016.0,8.0,Masculino,Noite,Colisao,Automovel,35-39,-48.2896,-48.2896,1
Brotas,2016.0,11.0,Feminino,Madrugada,Outros,Automovel,30-34,-48.104753,-48.104753,1
Brotas,2017.0,2.0,Masculino,Noite,Colisao,Automovel,60-64,-48.12003,-48.12003,1
Brotas,2017.0,2.0,Masculino,Tarde,Choque,Automovel,65-69,-48.1100852157973,-48.1100852157973,1
Buri,2016.0,9.0,Feminino,Manha,Choque,Automovel,18-24,-48.418498,-48.418498,1
Buri,2016.0,11.0,Masculino,Madrugada,Outros,Caminhao,60-64,-48.480038,-48.480038,1
Buri,2016.0,12.0,Masculino,Noite,Colisao,Automovel,0-17,-48.630878,-48.630878,1
Buri,2017.0,4.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-48.60543,-48.60543,1
Buri,2016.0,9.0,Feminino,Manha,Choque,Automovel,30-34,-48.418498,-48.418498,1
Buritama,2017.0,1.0,Masculino,Noite,ND,Bicicleta,55-59,-50.174362511000005,-50.174362511000005,1
Buritama,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,35-39,-50.138633,-50.138633,1
Buritizal,2017.0,3.0,Masculino,Manha,Colisao,Motocicleta,25-29,-47.741209000000005,-47.741209000000005,1
Cabreuva,2017.0,4.0,Masculino,Noite,Colisao,Automovel,70-74,-47.11701920090071,-47.11701920090071,1
Cabreuva,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,45-49,-47.128296725,-47.128296725,1
Cabreuva,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,70-74,-47.131157,-47.131157,1
Cacapava,2017.0,4.0,Masculino,Noite,Outros,Motocicleta,50-54,-45.658318,-45.658318,1
Cacapava,2016.0,10.0,Masculino,Noite,Atropelamento,Pedestre,55-59,-45.690458,-45.690458,1
Cacapava,2016.0,10.0,Masculino,Madrugada,Choque,Automovel,35-39,-45.6517265532637,-45.6517265532637,1
Cacapava,2016.0,12.0,Feminino,Tarde,Atropelamento,Pedestre,65-69,-45.698352,-45.698352,1
Cacapava,2016.0,12.0,Masculino,Tarde,Colisao,Automovel,55-59,-45.707975216688794,-45.707975216688794,1
Cacapava,2016.0,12.0,Masculino,Madrugada,Colisao,Automovel,45-49,-45.6613419512444,-45.6613419512444,1
Cacapava,2016.0,12.0,Feminino,Tarde,Colisao,Automovel,60-64,-45.707975216688794,-45.707975216688794,1
Cacapava,2016.0,11.0,Masculino,Noite,Atropelamento,Pedestre,55-59,-45.6904822622867,-45.6904822622867,1
Cacapava,2016.0,12.0,Masculino,Tarde,Colisao,Automovel,70-74,-45.707975216688794,-45.707975216688794,1
Cacapava,2016.0,12.0,Feminino,Tarde,Outros,Motocicleta,18-24,-45.700870963769,-45.700870963769,1
Cacapava,2016.0,9.0,Masculino,Madrugada,ND,ND,25-29,-45.712236,-45.712236,1
Cacapava,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,40-44,-45.700870963769,-45.700870963769,1
Cacapava,2017.0,2.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-45.6970974133994,-45.6970974133994,1
Cacapava,2017.0,1.0,Masculino,Noite,ND,Motocicleta,18-24,-45.702276,-45.702276,1
Cacapava,2017.0,1.0,Masculino,Manha,Choque,ND,45-49,-45.680734009983205,-45.680734009983205,1
Cachoeira Paulista,2016.0,9.0,Masculino,Noite,Colisao,Motocicleta,0-17,-45.005384,-45.005384,1
Cachoeira Paulista,2017.0,4.0,Feminino,Manha,Atropelamento,Pedestre,65-69,-45.008786,-45.008786,1
Cachoeira Paulista,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,30-34,-45.024336,-45.024336,1
Cachoeira Paulista,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-44.958754964854606,-44.958754964854606,1
Cafelandia,2016.0,11.0,Masculino,Noite,Colisao,Automovel,18-24,-49.602290939,-49.602290939,1
Caieiras,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.752066022547204,-46.752066022547204,1
Caieiras,2017.0,2.0,Masculino,Manha,Outros,Pedestre,55-59,-46.794812,-46.794812,1
Caieiras,2017.0,2.0,Masculino,Manha,Colisao,Motocicleta,25-29,-46.799691982,-46.799691982,1
Caieiras,2016.0,12.0,Masculino,Madrugada,Colisao,Caminhao,25-29,-46.7724285914175,-46.7724285914175,1
Caieiras,2016.0,10.0,Masculino,Noite,ND,Automovel,45-49,-46.748766673359206,-46.748766673359206,1
Caieiras,2016.0,8.0,Feminino,Manha,Choque,Automovel,50-54,-46.7551452399999,-46.7551452399999,1
Caieiras,2017.0,4.0,Masculino,Madrugada,Atropelamento,Pedestre,25-29,-46.777521371999995,-46.777521371999995,1
Caieiras,2017.0,4.0,Feminino,Tarde,Atropelamento,Pedestre,ND,-46.71864119235371,-46.71864119235371,1
Caieiras,2017.0,1.0,Feminino,Noite,Outros,Automovel,45-49,-46.743502,-46.743502,1
Caieiras,2017.0,1.0,Feminino,Noite,Outros,Automovel,30-34,-46.743502,-46.743502,1
Caieiras,2017.0,1.0,Feminino,Manha,Atropelamento,Pedestre,35-39,-46.74869724763471,-46.74869724763471,1
Caieiras,2016.0,12.0,Masculino,Madrugada,Colisao,Caminhao,18-24,-46.7724285914175,-46.7724285914175,1
Caieiras,2017.0,2.0,Masculino,Tarde,Choque,Automovel,40-44,-46.709407,-46.709407,1
Caiua,2017.0,1.0,Feminino,Noite,Colisao,Automovel,25-29,-52.024815196999995,-52.024815196999995,1
